"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"682","Adult","No","Travel_Rarely","Very High ( > 1200","Sales","Close-by","Moderate","Other","High","Male","High (70 - 89)","Low","Associate","Sales Executive","Low","Single","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","No","Very High","Fair","High","Low Stock Level","High (10 > 19)","minimal Training","Good","Experts","Experts","Pending Promotion","Experienced"
"683","Adult","Yes","Travel_Rarely","Moderate (400 - 799)","Sales","Far","Low","Medical","Low","Male","Moderate (50 - 69)","Low","Associate","Sales Executive","High","Divorced","Moderate (4000 - 8999)","High ( > 20000)","High","Yes","Slightly High","Fair","High","Higher Stock Level","Moderate (5 - 9)","minimal Training","Moderate","Junior","Junior","Recently Promoted","Comfomrtable"
"684","Adult","No","Travel_Rarely","Low (< 400)","Human Resources","Close-by","Moderate","Human Resources","Moderate","Female","Low (< 50)","High","Associate","Human Resources","Low","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","High","No","Slightly High","Fair","Moderate","Moderate Stock Level","High (10 > 19)","Intensive Training","Moderate","Senior","Associate","Pending Promotion","Experienced"
"685","Young","Yes","Travel_Rarely","Very High ( > 1200","Sales","Far","Low","Marketing","High","Female","High (70 - 89)","Moderate","Associate","Sales Executive","Moderate","Single","High ( > 9000)","High ( > 20000)","Moderate","Yes","Normal","Fair","High","Low Stock Level","Moderate (5 - 9)","minimal Training","Good","Junior","Junior","Recently Promoted","Comfomrtable"
"686","Young","Yes","Travel_Frequently","Moderate (400 - 799)","Sales","Close-by","Low","Technical Degree","Moderate","Female","Fairly High ( > 90","Low","Juniors","Sales Representative","Low","Single","Low (< 4000)","High ( > 20000)","Low","No","Very High","High","Low","Low Stock Level","Just Started ( < 5)","Intensive Training","Good","Junior","Junior","Just Promoted","Newly Appointed"
"687","Adult","Yes","Travel_Frequently","Low (< 400)","Sales","Close-by","Moderate","Marketing","Low","Male","Moderate (50 - 69)","Moderate","Associate","Sales Executive","Low","Single","High ( > 9000)","Low (< 10000)","Low","No","Very High","Fair","Moderate","Low Stock Level","Moderate (5 - 9)","Intensive Training","Good","Senior","Senior","Pending Promotion","Experienced"
"688","Middle Aged","No","Travel_Rarely","Very High ( > 1200","Research & Development","Far","Low","Technical Degree","High","Female","High (70 - 89)","Low","Senior","Manufacturing Director","Low","Single","High ( > 9000)","High ( > 20000)","Moderate","No","Slightly High","Fair","Low","Low Stock Level","Very High ( > 20)","minimal Training","Moderate","Senior","Junior","Just Promoted","Comfomrtable"
"689","Adult","Yes","Travel_Rarely","Moderate (400 - 799)","Sales","Far","Moderate","Medical","High","Male","Moderate (50 - 69)","Low","Associate","Sales Executive","Low","Married","High ( > 9000)","High ( > 20000)","High","No","Slightly High","Fair","Moderate","Low Stock Level","High (10 > 19)","Intensive Training","Good","Experts","Experts","Pending Promotion","Newly Appointed"
"690","Adult","Yes","Travel_Rarely","High (800 - 1199)","Research & Development","Far","Low","Life Sciences","High","Male","High (70 - 89)","Moderate","Associate","Laboratory Technician","Moderate","Married","Moderate (4000 - 8999)","High ( > 20000)","Low","No","Very High","Fair","Low","Moderate Stock Level","High (10 > 19)","Intensive Training","Good","Experts","Associate","Recently Promoted","Newly Appointed"
"691","Adult","No","Travel_Rarely","Low (< 400)","Research & Development","Far","Low","Medical","Low","Male","High (70 - 89)","Moderate","Associate","Manufacturing Director","Low","Divorced","Moderate (4000 - 8999)","Low (< 10000)","High","No","Very High","High","High","Higher Stock Level","Moderate (5 - 9)","minimal Training","Good","Junior","Junior","Just Promoted","Newly Appointed"
"692","Adult","No","Non-Travel","Moderate (400 - 799)","Research & Development","Far","Moderate","Life Sciences","Moderate","Male","High (70 - 89)","Moderate","Associate","Laboratory Technician","Low","Single","Moderate (4000 - 8999)","Low (< 10000)","High","No","Slightly High","Fair","Moderate","Low Stock Level","Moderate (5 - 9)","minimal Training","Moderate","Senior","Associate","Just Promoted","Comfomrtable"
"693","Adult","No","Travel_Rarely","Very High ( > 1200","Sales","Far","Moderate","Life Sciences","Moderate","Male","High (70 - 89)","Moderate","Associate","Sales Executive","Low","Married","High ( > 9000)","Moderate (10000 - 19999)","Low","No","Normal","Fair","High","Moderate Stock Level","High (10 > 19)","Intensive Training","Good","Senior","Experts","Pending Promotion","Experienced"
"694","Adult","No","Travel_Frequently","High (800 - 1199)","Research & Development","Far","High","Medical","High","Male","High (70 - 89)","Moderate","Associate","Laboratory Technician","Moderate","Divorced","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","Yes","Slightly High","Fair","Low","Moderate Stock Level","High (10 > 19)","Intensive Training","Good","Senior","Senior","Pending Promotion","Experienced"
"695","Adult","Yes","Travel_Rarely","High (800 - 1199)","Research & Development","Very Far","Moderate","Medical","Low","Male","Moderate (50 - 69)","Low","Juniors","Research Scientist","Low","Single","Low (< 4000)","Low (< 10000)","Moderate","Yes","Very High","High","Low","Low Stock Level","Moderate (5 - 9)","minimal Training","Good","Junior","Junior","Recently Promoted","Comfomrtable"
"696","Adult","No","Travel_Rarely","High (800 - 1199)","Research & Development","Close-by","Moderate","Life Sciences","Moderate","Male","Low (< 50)","Low","Associate","Manufacturing Director","Low","Divorced","High ( > 9000)","Moderate (10000 - 19999)","Moderate","No","Very High","Fair","Low","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Senior","Senior","Pending Promotion","Comfomrtable"
"697","Young","No","Travel_Rarely","Moderate (400 - 799)","Research & Development","Very Far","Low","Life Sciences","High","Male","Fairly High ( > 90","Low","Associate","Healthcare Representative","Moderate","Divorced","Moderate (4000 - 8999)","High ( > 20000)","High","No","Slightly High","Fair","High","Higher Stock Level","High (10 > 19)","Intensive Training","Good","Senior","Junior","Recently Promoted","Experienced"
"698","Young","No","Travel_Rarely","Low (< 400)","Research & Development","Close-by","Moderate","Medical","High","Female","Low (< 50)","Moderate","Juniors","Research Scientist","Low","Single","Low (< 4000)","Moderate (10000 - 19999)","Low","No","Very High","Fair","High","Low Stock Level","Just Started ( < 5)","Intensive Training","Moderate","Junior","Junior","Recently Promoted","Newly Appointed"
"699","Adult","No","Travel_Rarely","Low (< 400)","Human Resources","Close-by","Moderate","Life Sciences","Moderate","Male","Low (< 50)","Moderate","Juniors","Human Resources","Moderate","Divorced","Low (< 4000)","Moderate (10000 - 19999)","Low","No","Very High","High","Low","Moderate Stock Level","Moderate (5 - 9)","Intensive Training","Good","Senior","Associate","Recently Promoted","Comfomrtable"
"700","Adult","No","Travel_Rarely","Very High ( > 1200","Research & Development","Far","High","Life Sciences","Moderate","Male","Low (< 50)","Moderate","Associate","Manufacturing Director","Low","Single","Moderate (4000 - 8999)","High ( > 20000)","Moderate","Yes","Normal","Fair","High","Low Stock Level","High (10 > 19)","minimal Training","Moderate","Junior","Junior","Just Promoted","Newly Appointed"
"701","Adult","No","Travel_Rarely","Very High ( > 1200","Research & Development","Far","Moderate","Medical","Moderate","Male","High (70 - 89)","Moderate","Associate","Research Director","Low","Married","High ( > 9000)","Moderate (10000 - 19999)","High","No","Slightly High","Fair","Low","Moderate Stock Level","High (10 > 19)","Intensive Training","Good","Experts","Senior","Pending Promotion","Experienced"
"702","Middle Aged","No","Non-Travel","High (800 - 1199)","Sales","Far","High","Life Sciences","Low","Female","Moderate (50 - 69)","Low","Associate","Sales Executive","Moderate","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Low","No","Slightly High","Fair","High","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Experts","Experts","Pending Promotion","Experienced"
"703","Adult","No","Travel_Frequently","Very High ( > 1200","Research & Development","Close-by","Low","Life Sciences","Low","Male","Moderate (50 - 69)","Moderate","Senior","Manager","Moderate","Divorced","High ( > 9000)","Low (< 10000)","Low","Yes","Slightly High","Fair","Moderate","Moderate Stock Level","Very High ( > 20)","Intensive Training","Good","Experts","Experts","Recently Promoted","Experienced"
"704","Adult","Yes","Travel_Rarely","Moderate (400 - 799)","Research & Development","Far","Low","Medical","Low","Male","High (70 - 89)","Moderate","Juniors","Research Scientist","Low","Single","Low (< 4000)","Moderate (10000 - 19999)","Moderate","No","Normal","Fair","Moderate","Low Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Junior","Recently Promoted","Comfomrtable"
"705","Adult","No","Travel_Rarely","High (800 - 1199)","Research & Development","Close-by","Moderate","Medical","Moderate","Female","High (70 - 89)","Moderate","Juniors","Laboratory Technician","Low","Married","Low (< 4000)","Low (< 10000)","Low","No","Slightly High","Fair","Moderate","Moderate Stock Level","Moderate (5 - 9)","Intensive Training","Good","Senior","Junior","Just Promoted","Experienced"
"706","Old","No","Travel_Rarely","Moderate (400 - 799)","Research & Development","Close-by","High","Technical Degree","High","Female","Fairly High ( > 90","Moderate","Senior","Manager","Low","Divorced","High ( > 9000)","Moderate (10000 - 19999)","Moderate","No","Slightly High","Fair","High","Moderate Stock Level","Very High ( > 20)","minimal Training","Good","Senior","Junior","Pending Promotion","Comfomrtable"
"707","Young","Yes","Travel_Rarely","Very High ( > 1200","Research & Development","Very Far","Moderate","Life Sciences","Low","Male","Low (< 50)","Low","Juniors","Laboratory Technician","Moderate","Single","Low (< 4000)","Moderate (10000 - 19999)","Low","No","Normal","Fair","Moderate","Low Stock Level","Just Started ( < 5)","minimal Training","Moderate","Junior","Junior","Just Promoted","Newly Appointed"
"708","Adult","No","Non-Travel","Moderate (400 - 799)","Research & Development","Far","Low","Life Sciences","Moderate","Male","High (70 - 89)","Moderate","Juniors","Research Scientist","Moderate","Divorced","Low (< 4000)","Low (< 10000)","High","No","Slightly High","Fair","Low","Moderate Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Junior","Just Promoted","Newly Appointed"
"709","Young","No","Travel_Rarely","High (800 - 1199)","Research & Development","Very Far","Low","Life Sciences","Moderate","Male","Fairly High ( > 90","Low","Associate","Manufacturing Director","Low","Married","Moderate (4000 - 8999)","Low (< 10000)","Low","No","Slightly High","Fair","Low","Higher Stock Level","Moderate (5 - 9)","minimal Training","Moderate","Senior","Senior","Recently Promoted","Experienced"
"710","Adult","Yes","Travel_Rarely","Low (< 400)","Sales","Very Far","High","Marketing","High","Male","Moderate (50 - 69)","Low","Associate","Sales Executive","Low","Single","High ( > 9000)","Moderate (10000 - 19999)","Moderate","Yes","Normal","Fair","Moderate","Low Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Associate","Recently Promoted","Newly Appointed"
"711","Adult","No","Travel_Rarely","Low (< 400)","Sales","Very Far","High","Marketing","Low","Female","Fairly High ( > 90","Low","Associate","Sales Executive","High","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Low","No","Slightly High","Fair","Low","Higher Stock Level","High (10 > 19)","Intensive Training","Good","Experts","Senior","Pending Promotion","Experienced"
"712","Adult","No","Travel_Rarely","Very High ( > 1200","Research & Development","Far","High","Other","Moderate","Female","High (70 - 89)","Moderate","Associate","Healthcare Representative","Moderate","Divorced","Moderate (4000 - 8999)","Low (< 10000)","Moderate","Yes","Slightly High","Fair","High","Low Stock Level","Moderate (5 - 9)","Intensive Training","Good","Senior","Junior","Just Promoted","Comfomrtable"
"713","Adult","No","Travel_Rarely","Low (< 400)","Research & Development","Close-by","Moderate","Technical Degree","Moderate","Female","High (70 - 89)","Low","Associate","Manufacturing Director","Low","Divorced","High ( > 9000)","Low (< 10000)","Moderate","Yes","Very High","High","Moderate","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Senior","Senior","Pending Promotion","Experienced"
"714","Adult","No","Non-Travel","Moderate (400 - 799)","Research & Development","Far","Moderate","Life Sciences","Low","Female","Moderate (50 - 69)","High","Associate","Research Director","Low","Married","High ( > 9000)","High ( > 20000)","High","No","Slightly High","Fair","Low","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Senior","Senior","Just Promoted","Comfomrtable"
"715","Middle Aged","No","Travel_Frequently","Very High ( > 1200","Research & Development","Close-by","Moderate","Medical","High","Female","Low (< 50)","Moderate","Senior","Manager","Low","Married","High ( > 9000)","Low (< 10000)","Moderate","No","Very High","High","Moderate","Moderate Stock Level","Very High ( > 20)","Intensive Training","Good","Junior","Junior","Recently Promoted","Comfomrtable"
"716","Middle Aged","No","Travel_Rarely","High (800 - 1199)","Research & Development","Close-by","High","Medical","High","Female","Fairly High ( > 90","Moderate","Juniors","Laboratory Technician","High","Divorced","Low (< 4000)","Moderate (10000 - 19999)","Moderate","No","Slightly High","Fair","High","Higher Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Associate","Just Promoted","Comfomrtable"
"717","Middle Aged","No","Travel_Rarely","High (800 - 1199)","Research & Development","Far","Moderate","Life Sciences","Moderate","Male","Moderate (50 - 69)","High","Senior","Research Director","Moderate","Married","High ( > 9000)","Moderate (10000 - 19999)","Moderate","No","Very High","Fair","Moderate","Low Stock Level","Very High ( > 20)","Intensive Training","Good","Senior","Junior","Recently Promoted","Comfomrtable"
"718","Adult","No","Travel_Rarely","Moderate (400 - 799)","Sales","Far","Moderate","Life Sciences","Moderate","Male","Low (< 50)","Low","Associate","Manager","High","Divorced","High ( > 9000)","High ( > 20000)","High","No","Very High","High","Moderate","Moderate Stock Level","High (10 > 19)","Intensive Training","Moderate","Senior","Associate","Just Promoted","Newly Appointed"
